City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Berdigestyakh,RU,62.0989,126.6992,7.34,99,75,2.91,broken clouds
698,Ayapel,CO,8.3137,-75.1398,89.08,61,100,5.21,overcast clouds
699,Shahr-E Babak,IR,30.1165,55.1186,64.09,40,100,8.41,overcast clouds
700,Biggar,GB,55.6167,-3.5167,47.28,76,82,5.61,broken clouds
701,Placerville,US,38.7296,-120.7986,70.52,44,0,3.0,clear sky
702,Romans-Sur-Isere,FR,45.0464,5.0562,54.39,76,18,4.34,few clouds
703,Mikhaylovka,RU,50.06,43.2379,62.71,74,55,3.65,broken clouds
704,Along,IN,28.1667,94.7667,65.01,84,57,1.63,light rain
705,Adre,TD,13.4667,22.2,86.14,30,100,5.68,overcast clouds
706,Kavaratti,IN,10.5669,72.642,85.03,74,32,7.27,scattered clouds
707,Savino,RU,56.5929,41.2181,46.27,87,71,4.5,broken clouds
708,Mitu,CO,1.1983,-70.1733,82.58,70,96,1.7,overcast clouds
709,Ndele,CF,8.4109,20.6473,75.49,74,100,4.07,overcast clouds
710,Bijapur,IN,16.8333,75.7,90.63,24,92,1.92,overcast clouds
711,Vesele,UA,47.0148,34.915,57.87,64,1,7.56,clear sky
712,Ugra,RU,54.7777,34.3267,42.31,87,100,4.59,overcast clouds
713,Smithers,CA,54.7804,-127.1743,46.72,46,40,9.22,light intensity shower rain
714,Balabac,PH,7.9868,117.0645,81.09,78,100,2.44,overcast clouds
715,Kesan,TR,40.8558,26.6303,56.03,78,0,5.1,clear sky
716,Krasavino,RU,60.9614,46.4814,38.34,92,71,5.17,broken clouds
717,Vokhma,RU,58.9303,46.7586,47.08,81,100,3.96,overcast clouds
718,Baisha,CN,26.5222,110.9311,70.3,99,77,0.49,broken clouds
719,Nyimba,ZM,-14.5566,30.8149,69.91,73,97,8.37,overcast clouds
720,Boulder City,US,35.9786,-114.8325,85.33,4,0,18.41,clear sky
721,Casas Grandes,MX,30.3667,-107.95,80.44,31,11,14.9,few clouds
722,Coacoatzintla,MX,19.6333,-96.9333,68.65,73,88,3.04,overcast clouds
723,Suzhou,CN,31.3114,120.6181,58.5,89,100,4.23,overcast clouds
724,Rovinj,HR,45.08,13.64,55.89,86,50,8.08,scattered clouds
725,Itarema,BR,-2.9248,-39.9167,78.73,87,69,12.06,broken clouds
726,Kenai,US,60.5544,-151.2583,52.03,62,0,0.0,clear sky
727,Oda,JP,35.1833,132.5,62.4,99,100,6.33,overcast clouds
